cod_facultad,cod_escuela,cod_semestre,cod_alumno,cod_plan,cod_asignatura,asignatura,num_rep
1,1,20201,12010203,2018  ,CSO103  ,CIENCIA Y SU APLICACIÓN EN CIENCIAS DE LA SALUD ,1
1,1,20201,12010203,2018  ,CSO203  ,"MANIFESTACIONES CULTURALES, ARTE Y DEPORTES ",2
1,1,20201,12010230,2004  ,MH0464  ,PEDIATRÍA,1
1,1,20201,12010250,2015  ,M15E02  ,CULTURA ,1
1,1,20201,12010250,2015  ,M15E04  ,DEPORTE,1
1,1,20201,12010250,2015  ,M15026M ,FARMACOLOGÍA BÁSICA APLICADA A LA MEDICINA,1
1,1,20201,12010250,2015  ,M15027M ,PROYECTO DE TESIS I,2
1,1,20201,12010250,2015  ,M15028M ,FISIOPATOLOGÍA,2
1,1,20201,12010250,2015  ,M15030M ,INMUNOLOGÍA GENERAL,1
1,1,20201,12010250,2015  ,M15034M ,ATENCIÓN DE LA SALUD NIVEL I y II  (II),1
1,1,20201,13010009,2004  ,MH0464  ,PEDIATRÍA,1
1,1,20201,13010022,2015  ,M15004M ,METODOLOGÍA DEL TRABAJO UNIVERSITARIO Y BÚSQUEDA INFORMATIZADA,1
1,1,20201,13010022,2015  ,M15005M ,HISTORIA DE LA MEDICINA,1
1,1,20201,13010022,2015  ,M15006M ,INGLÉS MÉDICO,1
1,1,20201,13010022,2015  ,M15007M ,GENÉTICA APLICADA A LA MEDICINA,3
1,1,20201,13010022,2015  ,M15008M ,ESTADÍSTICA Y DEMOGRAFÍA EN SALUD,1
1,1,20201,13010022,2015  ,M15010M ,BIOQUÍMICA APLICADA A LA MEDICINA,1
1,1,20201,13010022,2015  ,M15011M ,ATENCIÓN DE LA SALUD NIVEL I y II  (I),1
1,1,20201,13010022,2015  ,M15012M ,NUTRICIÓN Y ESTILOS DE VIDA SALUDABLE,1
1,1,20201,13010022,2015  ,M15014M ,ANATOMIA HUMANA I,2
1,1,20201,13010042,2004  ,MH0464  ,PEDIATRÍA,1
1,1,20201,13010246,2018  ,CSO103  ,CIENCIA Y SU APLICACIÓN EN CIENCIAS DE LA SALUD ,1
1,1,20201,13010246,2018  ,MO014   ,"MEDICINA, FAMILIA Y COMUNIDAD",1
1,1,20201,13010390,2004  ,MH0470  ,INTERNADO EN MEDICINA,1
1,1,20201,13010390,2004  ,MH0471  ,INTERNADO EN CIRUGÍA,1
1,1,20201,13010390,2004  ,MH0472  ,INTERNADO EN PEDIATRÍA,1
1,1,20201,13010390,2004  ,MH0473  ,INTERNADO EN GINECOLOGÍA,1
1,1,20201,13010399,2015  ,M15030M ,INMUNOLOGÍA GENERAL,2
1,1,20201,13010399,2015  ,M15031M ,INTRODUCCIÓN A LA CLÍNICA,1
1,1,20201,13010399,2015  ,M15032M ,PROYECTO DE TESIS II,1
1,1,20201,13010399,2015  ,M15034M ,ATENCIÓN DE LA SALUD NIVEL I y II  (II),2
1,1,20201,13010410,2018  ,MO020   ,ÉTICA MÉDICA,2
1,1,20201,13010412,2015  ,M15020M ,ANATOMÍA HUMANA II,2
1,1,20201,13010412,2015  ,M15023M ,PATOLOGÍA GENERAL I,1
1,1,20201,13010430,2018  ,MO001   ,ANATOMÍA HUMANA,2
1,1,20201,13010430,2018  ,MO003   ,HISTOLOGÍA,2
1,1,20201,13010637,2018  ,MO001   ,ANATOMÍA HUMANA,2
1,1,20201,13010637,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20201,13010637,2018  ,MO014   ,"MEDICINA, FAMILIA Y COMUNIDAD",2
1,1,20201,13040043,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,13040043,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20201,14010032,2015  ,M15E05  ,DANZA,1
1,1,20201,14010190,2004  ,MH0464  ,PEDIATRÍA,1
1,1,20201,14010200,2018  ,MO015   ,FISIOPATOLOGÍA,1
1,1,20201,14010274,2018  ,MO020   ,ÉTICA MÉDICA,1
1,1,20201,14010277,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20201,14010580,2015  ,M15005M ,HISTORIA DE LA MEDICINA,2
1,1,20201,15010020,2015  ,M15E05  ,DANZA,1
1,1,20201,15010026,2018  ,MO013   ,INMUNOLOGÍA Y GENÉTICA,1
1,1,20201,15010026,2018  ,MO015   ,FISIOPATOLOGÍA,2
1,1,20201,15010043,2018  ,MO012   ,PATOLOGÍA GENERAL,1
1,1,20201,15010043,2018  ,MO014   ,"MEDICINA, FAMILIA Y COMUNIDAD",1
1,1,20201,15010043,2018  ,MO015   ,FISIOPATOLOGÍA,1
1,1,20201,15010051,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20201,15010051,2018  ,MO005   ,HISTORIA DE LA SALUD,3
1,1,20201,15010224,2018  ,MO012   ,PATOLOGÍA GENERAL,1
1,1,20201,15010224,2018  ,MO015   ,FISIOPATOLOGÍA,1
1,1,20201,15010231,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,15010245,2018  ,MO014   ,"MEDICINA, FAMILIA Y COMUNIDAD",1
1,1,20201,15010245,2018  ,MO015   ,FISIOPATOLOGÍA,1
1,1,20201,15010256,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,15010258,2018  ,MO015   ,FISIOPATOLOGÍA,1
1,1,20201,15010261,2015  ,M15036M ,CIRUGÍA,1
1,1,20201,15010261,2015  ,M15041M ,"MEDICINA LEGAL, VIOLENCIA Y CERTIFICADO DE DEFUNCIÓN",1
1,1,20201,15010264,2015  ,M15035M ,MEDICINA INTERNA,1
1,1,20201,15010272,2018  ,MO015   ,FISIOPATOLOGÍA,1
1,1,20201,15010278,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,15010278,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,2
1,1,20201,15010278,2018  ,MO020   ,ÉTICA MÉDICA,1
1,1,20201,15010288,2015  ,M15E03  ,ARTE,1
1,1,20201,15010288,2015  ,M15007M ,GENÉTICA APLICADA A LA MEDICINA,2
1,1,20201,15010288,2015  ,M15008M ,ESTADÍSTICA Y DEMOGRAFÍA EN SALUD,2
1,1,20201,15010288,2015  ,M15010M ,BIOQUÍMICA APLICADA A LA MEDICINA,1
1,1,20201,15010288,2015  ,M15013M ,CONOCIMIENTO CIENTÍFICO E INVESTIGACIÓN,1
1,1,20201,15010290,2018  ,MO005   ,HISTORIA DE LA SALUD,2
1,1,20201,15010290,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,2
1,1,20201,15010290,2018  ,MO020   ,ÉTICA MÉDICA,1
1,1,20201,15010295,2018  ,CSO202  ,"IDENTIDAD SOCIAL, CULTURA GENERAL Y DISCIPLINAS PARTICIPATIVAS ",2
1,1,20201,15010295,2018  ,MO020   ,ÉTICA MÉDICA,1
1,1,20201,15010299,2015  ,M15036M ,CIRUGÍA,1
1,1,20201,15010299,2015  ,M15037M ,SEMIOLOGÍA PSIQUIÁTRICA Y PSIQUIATRÍA,1
1,1,20201,15010299,2015  ,M15041M ,"MEDICINA LEGAL, VIOLENCIA Y CERTIFICADO DE DEFUNCIÓN",1
1,1,20201,15010299,2015  ,M15046M ,EPIDEMIOLOGÍA,1
1,1,20201,15010303,2018  ,CSO103  ,CIENCIA Y SU APLICACIÓN EN CIENCIAS DE LA SALUD ,1
1,1,20201,15010303,2018  ,MO020   ,ÉTICA MÉDICA,2
1,1,20201,15010307,2018  ,MO014   ,"MEDICINA, FAMILIA Y COMUNIDAD",1
1,1,20201,15010307,2018  ,MO015   ,FISIOPATOLOGÍA,1
1,1,20201,16010056,2015  ,M15033M ,PATOLOGÍA ESPECIAL,1
1,1,20201,16010056,2015  ,M15035M ,MEDICINA INTERNA,1
1,1,20201,16010064,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,16010075,2018  ,MO014   ,"MEDICINA, FAMILIA Y COMUNIDAD",1
1,1,20201,16010075,2018  ,MO015   ,FISIOPATOLOGÍA,1
1,1,20201,16010081,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20201,16010087,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20201,16010088,2015  ,M15E02  ,CULTURA ,1
1,1,20201,16010088,2015  ,M15E05  ,DANZA,1
1,1,20201,16010088,2015  ,M15026M ,FARMACOLOGÍA BÁSICA APLICADA A LA MEDICINA,1
1,1,20201,16010088,2015  ,M15027M ,PROYECTO DE TESIS I,1
1,1,20201,16010088,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20201,16010088,2015  ,M15034M ,ATENCIÓN DE LA SALUD NIVEL I y II  (II),1
1,1,20201,16010227,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20201,16010227,2018  ,MO006   ,FISIOLOGÍA,1
1,1,20201,16010227,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,2
1,1,20201,16010237,2018  ,CSO103  ,CIENCIA Y SU APLICACIÓN EN CIENCIAS DE LA SALUD ,2
1,1,20201,16010237,2018  ,MO012   ,PATOLOGÍA GENERAL,1
1,1,20201,16010237,2018  ,MO014   ,"MEDICINA, FAMILIA Y COMUNIDAD",2
1,1,20201,16010237,2018  ,MO015   ,FISIOPATOLOGÍA,1
1,1,20201,16010241,2018  ,CSO201  ,LENGUAJE ,1
1,1,20201,16010241,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20201,16010241,2018  ,MO012   ,PATOLOGÍA GENERAL,1
1,1,20201,16010241,2018  ,MO014   ,"MEDICINA, FAMILIA Y COMUNIDAD",1
1,1,20201,16010280,2018  ,CSO103  ,CIENCIA Y SU APLICACIÓN EN CIENCIAS DE LA SALUD ,1
1,1,20201,16010280,2018  ,MO010   ,FARMACOLOGÍA,1
1,1,20201,16010280,2018  ,MO012   ,PATOLOGÍA GENERAL,1
1,1,20201,16010280,2018  ,MO015   ,FISIOPATOLOGÍA,1
1,1,20201,16010286,2018  ,MO001   ,ANATOMÍA HUMANA,2
1,1,20201,16010286,2018  ,MO003   ,HISTOLOGÍA,2
1,1,20201,16010286,2018  ,MO020   ,ÉTICA MÉDICA,2
1,1,20201,16010296,2018  ,MO001   ,ANATOMÍA HUMANA,2
1,1,20201,17010003,2018  ,MO015   ,FISIOPATOLOGÍA,1
1,1,20201,17010005,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,17010005,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20201,17010009,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,17010012,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,17010012,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20201,17010012,2018  ,MO020   ,ÉTICA MÉDICA,1
1,1,20201,17010018,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,17010018,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20201,17010019,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,17010019,2018  ,MO020   ,ÉTICA MÉDICA,1
1,1,20201,17010020,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,17010022,2018  ,MO014   ,"MEDICINA, FAMILIA Y COMUNIDAD",1
1,1,20201,17010022,2018  ,MO015   ,FISIOPATOLOGÍA,1
1,1,20201,17010023,2018  ,MO015   ,FISIOPATOLOGÍA,1
1,1,20201,17010026,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,17010029,2018  ,CSO103  ,CIENCIA Y SU APLICACIÓN EN CIENCIAS DE LA SALUD ,1
1,1,20201,17010029,2018  ,MO010   ,FARMACOLOGÍA,1
1,1,20201,17010029,2018  ,MO012   ,PATOLOGÍA GENERAL,1
1,1,20201,17010029,2018  ,MO014   ,"MEDICINA, FAMILIA Y COMUNIDAD",1
1,1,20201,17010029,2018  ,MO015   ,FISIOPATOLOGÍA,1
1,1,20201,17010031,2018  ,MO010   ,FARMACOLOGÍA,1
1,1,20201,17010031,2018  ,MO012   ,PATOLOGÍA GENERAL,1
1,1,20201,17010031,2018  ,MO014   ,"MEDICINA, FAMILIA Y COMUNIDAD",1
1,1,20201,17010031,2018  ,MO015   ,FISIOPATOLOGÍA,1
1,1,20201,17010041,2018  ,MO020   ,ÉTICA MÉDICA,1
1,1,20201,17010046,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,17010055,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,17010055,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20201,17010055,2018  ,MO020   ,ÉTICA MÉDICA,1
1,1,20201,17010058,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,2
1,1,20201,17010216,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,2
1,1,20201,17010217,2018  ,CSO101  ,ESTRATEGIAS DE APRENDIZAJE EN EDUCACIÓN SUPERIOR ,1
1,1,20201,17010217,2018  ,CSO202  ,"IDENTIDAD SOCIAL, CULTURA GENERAL Y DISCIPLINAS PARTICIPATIVAS ",1
1,1,20201,17010217,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20201,17010222,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,17010234,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,17010234,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20201,17010234,2018  ,MO020   ,ÉTICA MÉDICA,1
1,1,20201,17010235,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,2
1,1,20201,17010241,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20201,17010242,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,17010242,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20201,17010248,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,17010251,2018  ,MO014   ,"MEDICINA, FAMILIA Y COMUNIDAD",1
1,1,20201,17010251,2018  ,MO015   ,FISIOPATOLOGÍA,1
1,1,20201,17010260,2018  ,MO015   ,FISIOPATOLOGÍA,1
1,1,20201,17010262,2018  ,MO014   ,"MEDICINA, FAMILIA Y COMUNIDAD",1
1,1,20201,17010262,2018  ,MO015   ,FISIOPATOLOGÍA,1
1,1,20201,17010264,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,17010267,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,17010267,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20201,17010268,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,17010278,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,17010297,2018  ,CSO201  ,LENGUAJE ,1
1,1,20201,17010297,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,2
1,1,20201,18010006,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20201,18010006,2018  ,MO006   ,FISIOLOGÍA,1
1,1,20201,18010006,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20201,18010013,2018  ,MO002   ,EMBRIOLOGÍA,2
1,1,20201,18010013,2018  ,MO003   ,HISTOLOGÍA,2
1,1,20201,18010013,2018  ,MO006   ,FISIOLOGÍA,1
1,1,20201,18010013,2018  ,MO007   ,BIOQUÍMICA,1
1,1,20201,18010013,2018  ,MO008   ,PARASITOLOGÍA Y MICROBIOLOGÍA,1
1,1,20201,18010013,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20201,18010017,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,18010017,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20201,18010017,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20201,18010017,2018  ,MO008   ,PARASITOLOGÍA Y MICROBIOLOGÍA,1
1,1,20201,18010017,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20201,18010024,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20201,18010027,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,18010027,2018  ,MO003   ,HISTOLOGÍA,2
1,1,20201,18010027,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20201,18010046,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,18010046,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20201,18010046,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20201,18010046,2018  ,MO007   ,BIOQUÍMICA,1
1,1,20201,18010046,2018  ,MO008   ,PARASITOLOGÍA Y MICROBIOLOGÍA,1
1,1,20201,18010046,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20201,18010285,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,18010291,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20201,18010291,2018  ,MO006   ,FISIOLOGÍA,1
1,1,20201,18010291,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20201,18010293,2018  ,MO006   ,FISIOLOGÍA,1
1,1,20201,18010297,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20201,18010298,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20201,18010298,2018  ,MO006   ,FISIOLOGÍA,1
1,1,20201,18010298,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20201,18010306,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,18010309,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,18010311,2018  ,MO006   ,FISIOLOGÍA,1
1,1,20201,18010311,2018  ,MO007   ,BIOQUÍMICA,1
1,1,20201,18010313,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,18010313,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20201,18010313,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20201,18010313,2018  ,MO007   ,BIOQUÍMICA,1
1,1,20201,18010313,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20201,18010316,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,2
1,1,20201,18010318,2018  ,MO008   ,PARASITOLOGÍA Y MICROBIOLOGÍA,1
1,1,20201,18010321,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20201,18010321,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20201,18010321,2018  ,MO006   ,FISIOLOGÍA,1
1,1,20201,18010321,2018  ,MO008   ,PARASITOLOGÍA Y MICROBIOLOGÍA,1
1,1,20201,18010321,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,2
1,1,20201,18010324,2018  ,ME1840  ,BIOLOGÍA MOLECULAR,1
1,1,20201,18010324,2018  ,MO002   ,EMBRIOLOGÍA,2
1,1,20201,18010324,2018  ,MO003   ,HISTOLOGÍA,2
1,1,20201,18010324,2018  ,MO006   ,FISIOLOGÍA,1
1,1,20201,18010324,2018  ,MO007   ,BIOQUÍMICA,1
1,1,20201,18010324,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20201,18010325,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,18010330,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,18010330,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20201,18010332,2018  ,ME1840  ,BIOLOGÍA MOLECULAR,1
1,1,20201,18010332,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,18010332,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20201,18010334,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,18010335,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,2
1,1,20201,18010338,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20201,18010338,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20201,18010369,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,2
1,1,20201,19010009,2018  ,CSE005  ,CIENCIAS DE LA NATURALEZA II,1
1,1,20201,19010009,2018  ,CSO203  ,"MANIFESTACIONES CULTURALES, ARTE Y DEPORTES ",1
1,1,20201,19010321,2018  ,CSE003  ,INGLES APLICADO A LA CIENCIAS DE LA SALUD I,1
1,1,20201,890106  ,2004  ,MH0464  ,PEDIATRÍA,2
1,2,20201,08010249,2011  ,O01226  ,FARMACOLOGIA GENERAL Y ESPECIALIZADA,2
1,2,20201,08010249,2011  ,O01243  ,SEMINARIO DE TESIS,1
1,2,20201,08010249,2011  ,O01244  ,SALUD FAMILIAR Y OBSTETRICIA COMUNITARIA II,1
1,2,20201,08010249,2011  ,O01245  ,FISIOPATOLOGIA OBSTETRICA,1
1,2,20201,08010249,2011  ,O01246  ,GINECOLOGIA,1
1,2,20201,10010250,2011  ,O01234  ,SALUD MATERNO INFANTIL Y DEL ADOLESCENTE,1
1,2,20201,10010250,2011  ,O01235  ,EDUCACION PARA LA SALUD,1
1,2,20201,10010250,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20201,10010250,2011  ,O01244  ,SALUD FAMILIAR Y OBSTETRICIA COMUNITARIA II,1
1,2,20201,11010054,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20201,11010054,2011  ,O01239  ,"MEDICINA TRADICIONAL, ALTERNATIVA Y COMPLEMENTARIA",1
1,2,20201,11010059,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20201,11010059,2011  ,O01239  ,"MEDICINA TRADICIONAL, ALTERNATIVA Y COMPLEMENTARIA",1
1,2,20201,11010267,2011  ,O01233  ,"PSICOPROFILAXIS OBSTETRICA, ESTIMULACION PRENATAL Y TEMPRANA",1
1,2,20201,11010267,2011  ,O01239  ,"MEDICINA TRADICIONAL, ALTERNATIVA Y COMPLEMENTARIA",1
1,2,20201,11010570,2011  ,O01248  ,INTERNADO,1
1,2,20201,12010051,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20201,12010392,2011  ,O01232  ,OBSTETRICIA II E IDENTIFICACION DEL RECIEN NACIDO,1
1,2,20201,13010069,2011  ,O01239  ,"MEDICINA TRADICIONAL, ALTERNATIVA Y COMPLEMENTARIA",1
1,2,20201,13010444,2011  ,O01243  ,SEMINARIO DE TESIS,1
1,2,20201,14010043,2011  ,O01248  ,INTERNADO,2
1,2,20201,14010045,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20201,14010297,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20201,14010299,2011  ,O01219  ,FISIOLOGIA GENERAL Y ESPECIALIZADA,3
1,2,20201,14010299,2011  ,O01237  ,MEDICINA LEGAL,1
1,2,20201,14010299,2011  ,O01242  ,PEDIATRIA Y PUERICULTURA,1
1,2,20201,14010312,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20201,14010343,2011  ,O01227  ,OBSTETRICIA I,2
1,2,20201,15010083,2011  ,O01236  ,DIAGNOSTICO POR IMÁGENES,1
1,2,20201,15010093,2011  ,O01248  ,INTERNADO,1
1,2,20201,15010096,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20201,15010109,2011  ,O01226  ,FARMACOLOGIA GENERAL Y ESPECIALIZADA,1
1,2,20201,15010109,2011  ,O01232  ,OBSTETRICIA II E IDENTIFICACION DEL RECIEN NACIDO,2
1,2,20201,15010109,2011  ,O01241  ,PROYECTOS SOCIALES Y DE INVERSION,1
1,2,20201,15010109,2011  ,O01243  ,SEMINARIO DE TESIS,1
1,2,20201,15010314,2011  ,O01226  ,FARMACOLOGIA GENERAL Y ESPECIALIZADA,1
1,2,20201,15010314,2011  ,O01244  ,SALUD FAMILIAR Y OBSTETRICIA COMUNITARIA II,1
1,2,20201,15010332,2011  ,O01236  ,DIAGNOSTICO POR IMÁGENES,1
1,2,20201,15010332,2011  ,O01237  ,MEDICINA LEGAL,1
1,2,20201,15010332,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20201,15010332,2011  ,O01240  ,NEONATOLOGIA,1
1,2,20201,15010332,2011  ,O01241  ,PROYECTOS SOCIALES Y DE INVERSION,1
1,2,20201,15010332,2011  ,O01242  ,PEDIATRIA Y PUERICULTURA,1
1,2,20201,15010348,2011  ,O01236  ,DIAGNOSTICO POR IMÁGENES,1
1,2,20201,15010348,2011  ,O01237  ,MEDICINA LEGAL,1
1,2,20201,15010348,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20201,15010348,2011  ,O01242  ,PEDIATRIA Y PUERICULTURA,1
1,2,20201,15010348,2011  ,O01243  ,SEMINARIO DE TESIS,1
1,2,20201,15010348,2011  ,O01244  ,SALUD FAMILIAR Y OBSTETRICIA COMUNITARIA II,1
1,2,20201,15010351,2018  ,CSE005  ,CIENCIAS DE LA NATURALEZA II,4
